Year,Month,Day,Period,SOLAR_SYSTEM
2018,2,5,17,198.72442775000002
2018,2,5,18,286.76661495833343
2018,2,5,19,403.67448449999995
2018,2,5,20,363.49477108333343
2018,2,5,21,295.7102809999999
2018,2,5,22,300.2560042499999
2018,2,5,23,353.6936807916668
2018,2,5,24,191.93640408333334
2018,2,6,1,7.1297736249999994
2018,2,6,2,0.0
2018,2,6,3,0.0
2018,2,6,4,0.0
2018,2,6,5,0.0
2018,2,6,6,0.0
2018,2,6,7,0.0
2018,2,6,8,0.0
2018,2,6,9,0.0
2018,2,6,10,0.0
2018,2,6,11,0.0
2018,2,6,12,0.0
2018,2,6,13,0.0
2018,2,6,14,15.0283425
2018,2,6,15,98.73251608333332
2018,2,6,16,36.00895604166666
2018,2,6,17,74.43968149999999
2018,2,6,18,109.699781375
2018,2,6,19,158.3596787916667
2018,2,6,20,190.69738462499998
2018,2,6,21,186.48235408333332
2018,2,6,22,132.89632050000006
2018,2,6,23,83.20319766666664
2018,2,6,24,25.556629250000004
2018,2,7,1,1.1418637500000002
2018,2,7,2,0.0
2018,2,7,3,0.0
2018,2,7,4,0.0
2018,2,7,5,0.0
2018,2,7,6,0.0
2018,2,7,7,0.0
2018,2,7,8,0.0
2018,2,7,9,0.0
2018,2,7,10,0.0
2018,2,7,11,0.0
2018,2,7,12,0.0
2018,2,7,13,0.0
2018,2,7,14,5.704828125
2018,2,7,15,113.70505454166667
2018,2,7,16,222.58056566666673
2018,2,7,17,288.5179379583332
2018,2,7,18,294.74179975000004
2018,2,7,19,321.7781012500001
2018,2,7,20,305.89682750000014
2018,2,7,21,311.41366029166664
2018,2,7,22,295.8879534583333
2018,2,7,23,268.634824625
2018,2,7,24,131.14939975
2018,2,8,1,8.183627208333332
2018,2,8,2,0.0
2018,2,8,3,0.0
2018,2,8,4,0.0
2018,2,8,5,0.0
2018,2,8,6,0.0
2018,2,8,7,0.0
2018,2,8,8,0.0
2018,2,8,9,0.0
2018,2,8,10,0.0
2018,2,8,11,0.0
2018,2,8,12,0.0
2018,2,8,13,0.0
2018,2,8,14,49.65632408333334
2018,2,8,15,327.629480875
2018,2,8,16,527.79897325
2018,2,8,17,561.6711884583334
